race_id,date,course,track_type,distance,weather,track_moisture,field_size,horse_id,horse_name,umaban,waku,sex,age,jockey,weight_carried,horse_weight,horse_weight_diff,odds,popularity,finish_pos,is_synthetic
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0032,レガレイラオペラ,9,5,牝,2,菅原明,55.0,499.0,3.0,15.4,7,8,1
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0048,ソールクイーン48,10,5,牡,2,鮫島駿,58.4,432.0,-6.0,8.8,4,4,1
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0060,ジャスティンホーン,11,6,牡,4,横山武,57.5,473.0,9.0,6.4,3,5,1
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0075,ノースオペラ,12,6,牝,3,武豊,55.5,508.0,-13.0,27.0,10,10,1
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0073,ハヤオー,13,7,牡,2,松山,55.7,504.0,7.0,67.2,13,14,1
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0074,ステラミラノ,14,7,牝,2,武豊,55.9,475.0,-2.0,5.8,2,6,1
2023-03-05_小倉_4,2023-03-05,小倉,芝,3200,小雨,0.07,15,H0051,シンエンペラーミラノ,15,8,牝,3,鮫島駿,58.2,472.0,9.0,12.4,6,1,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0026,ソールアイランド,1,1,牡,3,岩田望,56.5,453.0,-2.0,64.8,8,7,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0020,サウスオペラ,2,1,牡,2,戸崎,56.5,491.0,-6.0,43.9,6,5,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0077,ディープアイランド77,3,2,牡,3,菅原明,56.0,456.0,0.0,2.4,2,2,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0041,ドウデュースオペラ,4,3,牡,2,ルメール,57.3,437.0,10.0,173.6,9,6,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0017,オルフェホーン,5,4,牡,2,ルメール,55.4,503.0,-2.0,32.4,4,8,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0056,イクイオー,6,5,牡,2,横山和,54.6,512.0,-1.0,61.3,7,9,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0040,イクイノックス,7,6,牝,3,川田,55.3,487.0,-13.0,31.2,3,4,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0028,キタサンキング,8,7,牝,3,坂井,56.9,491.0,-4.0,40.5,5,3,1
2023-03-07_阪神_5,2023-03-07,阪神,ダート,3600,小雨,0.04,9,H0069,サクラエリーゼ69,9,8,牡,3,岩田望,55.4,459.0,-6.0,2.0,1,1,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0055,ウエストミラノ,1,1,牡,3,菅原明,53.8,474.0,-3.0,6.1,3,2,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0060,ジャスティンホーン,2,1,牡,4,戸崎,54.9,473.0,-0.0,7.0,4,4,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0045,ノースブラック,3,1,牝,4,横山武,56.1,527.0,1.0,130.2,17,8,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0020,サウスオペラ,4,2,牡,2,川田,54.3,483.0,-4.0,54.8,12,11,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0058,ディープアイランド,5,2,牡,3,松山,57.4,515.0,-15.0,84.5,14,15,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0014,セントラルオペラ,6,3,牡,4,鮫島駿,55.5,495.0,-10.0,10.5,6,3,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0025,ミカロード,7,3,牝,2,西村,57.3,466.0,-4.0,1.9,1,6,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0019,タスティロード,8,4,牡,4,横山武,56.2,485.0,-5.0,7.9,5,9,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0012,オルフェオペラ,9,4,牝,3,菅原明,57.4,465.0,7.0,102.7,16,16,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0017,オルフェホーン,10,5,牡,2,川田,54.0,493.0,-7.0,4.6,2,1,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0077,ディープアイランド77,11,5,牡,3,坂井,55.7,445.0,-2.0,33.0,10,17,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0032,レガレイラオペラ,12,6,牝,2,戸崎,56.5,507.0,-8.0,16.8,7,5,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0023,イーストクイーン,13,6,牝,4,横山和,56.0,469.0,3.0,19.2,8,7,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0036,ジャンタルロード,14,7,牝,4,松山,55.0,440.0,3.0,86.7,15,14,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0063,ベラジオクイーン,15,7,牡,3,菅原明,57.4,457.0,7.0,27.9,9,10,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0004,ジャンタルオー,16,8,牡,4,松山,57.4,485.0,3.0,51.1,11,12,1
2023-03-09_札幌_6,2023-03-09,札幌,芝,2200,晴,0.16,17,H0052,サクラエリーゼ,17,8,牝,2,戸崎,51.9,479.0,5.0,78.9,13,13,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0066,ハヤインパクト,1,1,牝,4,松山,54.2,470.0,-0.0,2.4,2,5,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0042,プログノブラック,2,2,牡,3,坂井,56.7,461.0,2.0,10.6,5,3,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0039,シンエンペラーオー,3,3,牡,2,菅原明,54.7,487.0,-4.0,5.1,3,7,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0031,ジャンタルオー31,4,4,牡,4,横山武,57.4,475.0,-5.0,9.6,4,1,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0067,レガレイラホーン,5,5,セ,3,横山和,54.3,480.0,7.0,16.7,7,6,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0010,ジャンタルオペラ,6,6,牡,3,西村,57.6,481.0,1.0,16.0,6,4,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0055,ウエストミラノ,7,7,牡,3,菅原明,57.3,484.0,10.0,2.3,1,2,1
2023-03-12_東京_7,2023-03-12,東京,ダート,1800,晴,0.01,8,H0012,オルフェオペラ,8,8,牝,3,横山武,57.2,469.0,-6.0,57.8,8,8,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0060,ジャスティンホーン,1,1,牡,4,戸崎,56.3,483.0,-16.0,3.5,2,5,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0052,サクラエリーゼ,2,1,牝,2,菅原明,55.9,472.0,6.0,33.9,7,9,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0068,タスティロード68,3,2,牝,4,岩田望,55.5,495.0,-2.0,43.5,10,6,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0011,ノースインパクト,4,2,牡,2,坂井,57.0,427.0,-3.0,2.1,1,2,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0078,ハヤエリーゼ,5,3,牝,2,川田,55.1,463.0,-4.0,21.9,5,8,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0035,ノースノックス,6,3,牝,2,鮫島駿,54.7,421.0,-3.0,107.4,12,7,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0040,イクイノックス,7,4,牝,3,松山,53.5,477.0,4.0,42.0,9,10,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0058,ディープアイランド,8,4,牡,3,鮫島駿,56.5,517.0,2.0,26.7,6,11,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0028,キタサンキング,9,5,牝,3,ルメール,57.8,505.0,6.0,8.7,4,3,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0036,ジャンタルロード,10,6,牝,4,戸崎,55.8,447.0,-8.0,41.1,8,4,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0056,イクイオー,11,7,牡,2,坂井,58.5,500.0,3.0,46.7,11,12,1
2023-03-14_東京_8,2023-03-14,東京,芝,2200,晴,0.13,12,H0076,レガレイラアイランド,12,8,牡,3,松山,55.5,485.0,-12.0,4.4,3,1,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0014,セントラルオペラ,1,1,牡,4,岩田望,57.9,500.0,-3.0,3.3,1,2,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0048,ソールクイーン48,2,1,牡,2,岩田望,56.6,427.0,0.0,67.4,8,9,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0006,テンハッピーオー,3,2,牡,3,菅原明,56.7,474.0,-9.0,6.2,4,3,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0012,オルフェオペラ,4,2,牝,3,岩田望,55.8,476.0,4.0,135.1,10,10,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0017,オルフェホーン,5,3,牡,2,武豊,55.4,488.0,-1.0,5.7,3,5,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0064,イーストミラノ,6,4,牝,4,ルメール,58.1,455.0,5.0,43.8,7,1,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0005,ジャスティンミラノ,7,5,牡,4,戸崎,57.9,459.0,-2.0,6.7,5,6,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0003,プログノオペラ,8,6,牡,4,西村,56.5,488.0,-2.0,19.2,6,7,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0039,シンエンペラーオー,9,7,牡,2,菅原明,55.2,475.0,10.0,3.7,2,4,1
2023-03-16_札幌_9,2023-03-16,札幌,芝,1200,晴,0.06,10,H0052,サクラエリーゼ,10,8,牝,2,菅原明,54.6,464.0,3.0,71.9,9,8,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0067,レガレイラホーン,1,1,セ,3,武豊,58.4,491.0,6.0,5.6,1,3,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0045,ノースブラック,2,1,牝,4,横山和,53.9,520.0,-5.0,65.0,13,14,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0029,ナミュールアイランド,3,1,牝,4,川田,56.9,473.0,-4.0,8.1,5,9,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0052,サクラエリーゼ,4,2,牝,2,ルメール,56.5,478.0,2.0,218.3,17,16,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0031,ジャンタルオー31,5,2,牡,4,横山武,57.0,463.0,3.0,9.5,6,10,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0032,レガレイラオペラ,6,3,牝,2,ルメール,55.5,494.0,14.0,6.2,3,13,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0074,ステラミラノ,7,3,牝,2,鮫島駿,54.2,469.0,-3.0,10.7,7,4,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0062,ウエストキング,8,4,セ,4,横山武,55.8,435.0,-5.0,70.1,16,15,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0073,ハヤオー,9,4,牡,2,松山,54.0,497.0,3.0,21.6,9,8,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0027,タスティインパクト,10,5,牡,2,岩田望,58.1,460.0,0.0,24.5,11,6,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0054,ジャスティンインパクト54,11,5,セ,2,菅原明,57.6,473.0,-6.0,22.2,10,2,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0040,イクイノックス,12,6,牝,3,横山武,55.0,481.0,1.0,52.8,12,11,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0038,プログノロード38,13,6,牝,2,川田,57.1,462.0,6.0,65.2,14,7,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0034,ダノンオー,14,7,セ,4,鮫島駿,57.9,429.0,-3.0,66.9,15,17,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0007,ウエストクイーン,15,7,牝,3,菅原明,54.5,475.0,-1.0,7.0,4,5,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0014,セントラルオペラ,16,8,牡,4,戸崎,55.1,486.0,0.0,5.9,2,1,1
2023-03-19_小倉_10,2023-03-19,小倉,芝,1800,小雨,0.04,17,H0069,サクラエリーゼ69,17,8,牡,3,戸崎,56.4,471.0,-1.0,12.5,8,12,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0003,プログノオペラ,1,1,牡,4,岩田望,56.9,489.0,4.0,76.1,8,2,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0016,ステラアイランド,2,2,牡,3,菅原明,56.2,465.0,6.0,4.8,3,3,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0018,イーストホーン,3,3,牝,4,横山和,55.4,478.0,1.0,38.1,6,5,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0046,ナミュールエリーゼ,4,4,牝,4,横山武,57.4,481.0,2.0,45.5,7,7,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0040,イクイノックス,5,5,牝,3,松山,53.0,484.0,7.0,24.5,5,6,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0069,サクラエリーゼ69,6,6,牡,3,武豊,59.5,470.0,8.0,1.9,1,1,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0002,ステラノックス,7,7,牡,3,横山和,54.7,472.0,2.0,18.9,4,8,1
2023-03-21_中京_11,2023-03-21,中京,芝,2500,曇,0.01,8,H0051,シンエンペラーミラノ,8,8,牝,3,横山武,54.5,473.0,4.0,2.5,2,4,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0028,キタサンキング,1,1,牝,3,西村,56.6,491.0,4.0,53.4,9,10,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0056,イクイオー,2,1,牡,2,鮫島駿,58.7,515.0,2.0,10.4,5,3,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0010,ジャンタルオペラ,3,2,牡,3,坂井,53.8,479.0,5.0,15.4,7,6,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0020,サウスオペラ,4,2,牡,2,横山和,55.6,493.0,-1.0,21.6,8,8,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0024,ステラキング,5,3,牡,2,岩田望,56.5,490.0,10.0,2.0,1,4,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0063,ベラジオクイーン,6,4,牡,3,岩田望,53.2,454.0,0.0,8.4,3,1,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0000,ウエストオペラ,7,5,牝,4,坂井,57.7,451.0,-3.0,14.5,6,5,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0036,ジャンタルロード,8,6,牝,4,菅原明,56.7,440.0,-2.0,130.7,10,9,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0043,サウスノックス,9,7,牝,4,菅原明,57.5,490.0,-2.0,8.6,4,7,1
2023-03-23_阪神_12,2023-03-23,阪神,ダート,1600,曇,0.01,10,H0059,イクイブラック,10,8,牡,4,ルメール,56.1,473.0,-9.0,3.1,2,2,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0016,ステラアイランド,1,1,牡,3,岩田望,56.7,450.0,-3.0,3.8,3,1,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0003,プログノオペラ,2,2,牡,4,菅原明,56.6,499.0,-6.0,115.4,8,7,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0072,アーバンホーン,3,3,牡,4,川田,57.6,466.0,-1.0,19.0,5,3,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0015,セントラルクイーン,4,4,牡,3,坂井,56.9,497.0,3.0,6.1,4,5,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0036,ジャンタルロード,5,5,牝,4,西村,53.7,442.0,6.0,3.7,2,2,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0034,ダノンオー,6,6,セ,4,川田,56.3,445.0,6.0,1.8,1,4,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0045,ノースブラック,7,7,牝,4,岩田望,53.5,528.0,-13.0,86.0,7,8,1
2023-03-26_札幌_1,2023-03-26,札幌,芝,3200,雨,0.12,8,H0056,イクイオー,8,8,牡,2,菅原明,54.7,519.0,6.0,60.4,6,6,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0067,レガレイラホーン,1,1,セ,3,ルメール,56.6,478.0,-7.0,6.3,4,8,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0047,リバティホーン,2,1,牡,2,横山武,56.1,514.0,-10.0,31.2,8,1,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0002,ステラノックス,3,2,牡,3,横山和,55.2,457.0,3.0,67.9,11,7,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0006,テンハッピーオー,4,2,牡,3,西村,56.2,484.0,-1.0,14.7,6,6,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0039,シンエンペラーオー,5,3,牡,2,ルメール,56.2,482.0,3.0,5.1,2,2,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0027,タスティインパクト,6,3,牡,2,鮫島駿,57.1,457.0,-1.0,32.7,9,4,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0068,タスティロード68,7,4,牝,4,岩田望,56.4,493.0,-3.0,60.3,10,13,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0015,セントラルクイーン,8,4,牡,3,西村,56.5,487.0,6.0,18.2,7,12,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0017,オルフェホーン,9,5,牡,2,横山武,55.4,487.0,-8.0,2.6,1,5,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0062,ウエストキング,10,5,セ,4,坂井,55.8,435.0,-1.0,93.9,12,10,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0018,イーストホーン,11,6,牝,4,武豊,55.4,474.0,6.0,124.9,14,14,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0065,レガレイラクイーン,12,6,牝,3,戸崎,55.4,474.0,-2.0,13.5,5,9,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0061,ウエストロード,13,7,牡,2,ルメール,55.2,484.0,-1.0,112.5,13,11,1
2023-03-28_福島_2,2023-03-28,福島,芝,2500,晴,0.1,14,H0053,サクラロード,14,8,牡,3,鮫島駿,58.5,472.0,9.0,5.9,3,3,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0062,ウエストキング,1,1,セ,4,横山武,55.2,440.0,-4.0,42.2,8,7,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0036,ジャンタルロード,2,1,牝,4,松山,58.2,438.0,4.0,91.0,9,8,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0005,ジャスティンミラノ,3,2,牡,4,戸崎,57.0,455.0,5.0,8.8,5,3,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0046,ナミュールエリーゼ,4,2,牝,4,ルメール,53.9,478.0,-1.0,387.2,11,11,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0000,ウエストオペラ,5,3,牝,4,戸崎,57.1,463.0,-7.0,15.7,7,4,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0021,イーストアイランド,6,3,牡,2,武豊,56.1,507.0,-4.0,97.3,10,10,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0006,テンハッピーオー,7,4,牡,3,川田,56.7,480.0,-5.0,2.7,1,2,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0070,ブローザロード,8,5,牝,4,松山,55.9,460.0,-8.0,4.8,3,9,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0072,アーバンホーン,9,6,牡,4,鮫島駿,56.7,470.0,1.0,10.1,6,5,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0067,レガレイラホーン,10,7,セ,3,岩田望,53.0,495.0,-2.0,4.3,2,6,1
2023-03-30_函館_3,2023-03-30,函館,芝,1800,晴,0.09,11,H0008,ソールクイーン,11,8,牝,2,菅原明,56.4,496.0,7.0,5.2,4,1,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0039,シンエンペラーオー,1,1,牡,2,横山武,54.7,472.0,-3.0,2.7,1,1,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0051,シンエンペラーミラノ,2,2,牝,3,ルメール,54.3,480.0,-13.0,5.2,4,6,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0005,ジャスティンミラノ,3,3,牡,4,戸崎,57.5,464.0,-5.0,3.1,3,2,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0043,サウスノックス,4,4,牝,4,岩田望,55.4,480.0,-6.0,6.6,5,3,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0076,レガレイラアイランド,5,5,牡,3,ルメール,54.3,483.0,1.0,2.9,2,5,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0052,サクラエリーゼ,6,6,牝,2,坂井,57.0,473.0,4.0,49.3,8,7,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0012,オルフェオペラ,7,7,牝,3,戸崎,53.7,479.0,-0.0,46.3,7,8,1
2023-04-02_京都_4,2023-04-02,京都,芝,1800,雨,0.07,8,H0038,プログノロード38,8,8,牝,2,川田,57.1,454.0,-2.0,15.2,6,4,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0040,イクイノックス,1,1,牝,3,武豊,55.3,479.0,4.0,32.8,9,1,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0070,ブローザロード,2,1,牝,4,松山,53.0,470.0,3.0,6.0,3,2,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0068,タスティロード68,3,2,牝,4,横山和,56.0,499.0,1.0,376.6,14,12,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0051,シンエンペラーミラノ,4,2,牝,3,菅原明,55.5,476.0,5.0,18.9,7,8,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0041,ドウデュースオペラ,5,3,牡,2,菅原明,58.5,431.0,-2.0,6.9,5,4,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0064,イーストミラノ,6,3,牝,4,横山和,57.8,444.0,3.0,46.6,11,13,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0025,ミカロード,7,4,牝,2,横山和,56.9,476.0,1.0,6.3,4,5,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0035,ノースノックス,8,4,牝,2,川田,56.0,425.0,3.0,385.7,15,15,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0058,ディープアイランド,9,5,牡,3,岩田望,53.1,506.0,-4.0,33.2,10,10,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0078,ハヤエリーゼ,10,5,牝,2,鮫島駿,55.9,471.0,2.0,55.9,12,14,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0067,レガレイラホーン,11,6,セ,3,武豊,54.8,489.0,10.0,5.2,2,3,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0021,イーストアイランド,12,6,牡,2,鮫島駿,55.2,496.0,1.0,90.4,13,11,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0063,ベラジオクイーン,13,7,牡,3,戸崎,54.0,447.0,3.0,32.1,8,9,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0060,ジャスティンホーン,14,7,牡,4,川田,55.5,475.0,11.0,10.0,6,7,1
2023-04-04_新潟_5,2023-04-04,新潟,芝,1600,晴,0.01,15,H0032,レガレイラオペラ,15,8,牝,2,松山,56.0,501.0,1.0,2.6,1,6,1
2023-04-06_京都_6,2023-04-06,京都,芝,2000,晴,0.04,17,H0066,ハヤインパクト,1,1,牝,4,横山和,55.1,474.0,2.0,7.1,3,8,1
2023-04-06_京都_6,2023-04-06,京都,芝,2000,晴,0.04,17,H0031,ジャンタルオー31,2,1,牡,4,川田,53.7,468.0,-0.0,11.6,7,4,1
2023-04-06_京都_6,2023-04-06,京都,芝,2000,晴,0.04,17,H0009,リバティインパクト,3,1,牡,3,坂井,57.9,463.0,-3.0,15.5,8,7,1
2023-04-06_京都_6,2023-04-06,京都,芝,2000,晴,0.04,17,H0018,イーストホーン,4,2,牝,4,横山武,55.4,482.0,8.0,65.0,15,13,1
2023-04-06_京都_6,2023-04-06,京都,芝,2000,晴,0.04,17,H0057,リバティミラノ,5,2,セ,2,川田,53.7,529.0,-3.0,18.3,9,5,1
